0,0,0
1,2,3
1,3,4
1,4,5
1,5,6
1,6,7
1,7,2
2,7,22
2,8,9
2,9,3
2,22,8
3,9,10
3,10,11
3,11,12
3,12,4
4,12,13
4,13,14
4,14,5
5,14,15
5,15,16
5,16,17
5,17,6
6,17,18
6,18,19
6,19,7
7,19,20
7,20,21
7,21,22
8,22,40
8,23,24
8,24,9
8,40,23
9,24,25
9,25,10
10,25,26
10,26,11
11,26,27
11,27,12
12,27,28
12,28,13
13,28,29
13,29,30
13,30,14
14,30,31
14,31,15
15,31,32
15,32,16
16,32,33
16,33,17
17,33,34
17,34,18
18,34,35
18,35,36
18,36,19
19,36,37
19,37,20
20,37,38
20,38,21
21,38,39
21,39,22
22,39,40
23,40,64
23,41,42
23,42,24
23,64,41
24,42,43
24,43,25
25,43,44
25,44,26
26,44,45
26,45,46
26,46,27
27,46,47
27,47,28
28,47,48
28,48,29
29,48,49
29,49,50
29,50,30
30,50,51
30,51,31
31,51,52
31,52,32
32,52,53
32,53,54
32,54,33
33,54,55
33,55,34
34,55,56
34,56,35
35,56,57
35,57,58
35,58,36
36,58,59
36,59,37
37,59,60
37,60,38
38,60,61
38,61,62
38,62,39
39,62,63
39,63,40
40,63,64
41,64,94
41,65,66
41,66,42
41,94,65
42,66,67
42,67,43
43,67,68
43,68,44
44,68,69
44,69,45
45,69,70
45,70,71
45,71,46
46,71,72
46,72,47
47,72,73
47,73,48
48,73,74
48,74,49
49,74,75
49,75,76
49,76,50
50,76,77
50,77,51
51,77,78
51,78,52
52,78,79
52,79,53
53,79,80
53,80,81
53,81,54
54,81,82
54,82,55
55,82,83
55,83,56
56,83,84
56,84,57
57,84,85
57,85,86
57,86,58
58,86,87
58,87,59
59,87,88
59,88,60
60,88,89
60,89,61
61,89,90
61,90,91
61,91,62
62,91,92
62,92,63
63,92,93
63,93,64
64,93,94
65,94,130
65,95,96
65,96,66
65,130,95
66,96,97
66,97,67
67,97,98
67,98,68
68,98,99
68,99,69
69,99,100
69,100,70
70,100,101
70,101,102
70,102,71
71,102,103
71,103,72
72,103,104
72,104,73
73,104,105
73,105,74
74,105,106
74,106,75
75,106,107
75,107,108
75,108,76
76,108,109
76,109,77
77,109,110
77,110,78
78,110,111
78,111,79
79,111,112
79,112,80
80,112,113
80,113,114
80,114,81
81,114,115
81,115,82
82,115,116
82,116,83
83,116,117
83,117,84
84,117,118
84,118,85
85,118,119
85,119,120
85,120,86
86,120,121
86,121,87
87,121,122
87,122,88
88,122,123
88,123,89
89,123,124
89,124,90
90,124,125
90,125,126
90,126,91
91,126,127
91,127,92
92,127,128
92,128,93
93,128,129
93,129,94
94,129,130
95,130,166
95,131,96
95,166,131
96,131,132
96,132,133
96,133,97
97,133,134
97,134,98
98,134,99
99,134,135
99,135,136
99,136,100
100,136,101
101,136,137
101,137,138
101,138,102
102,138,139
102,139,103
103,139,104
104,139,140
104,140,141
104,141,105
105,141,106
106,141,142
106,142,143
106,143,107
107,143,108
108,143,144
108,144,109
109,144,145
109,145,146
109,146,110
110,146,111
111,146,147
111,147,112
112,147,148
112,148,149
112,149,113
113,149,114
114,149,150
114,150,151
114,151,115
115,151,152
115,152,116
116,152,117
117,152,153
117,153,154
117,154,118
118,154,119
119,154,155
119,155,156
119,156,120
120,156,121
121,156,157
121,157,158
121,158,122
122,158,123
123,158,159
123,159,160
123,160,124
124,160,125
125,160,161
125,161,162
125,162,126
126,162,127
127,162,163
127,163,164
127,164,128
128,164,129
129,164,165
129,165,166
129,166,130
131,166,202
131,167,168
131,168,132
131,202,167
132,168,169
132,169,133
133,169,134
134,169,170
134,170,171
134,171,135
135,171,136
136,171,172
136,172,173
136,173,137
137,173,138
138,173,174
138,174,139
139,174,175
139,175,176
139,176,140
140,176,177
140,177,141
141,177,178
141,178,142
142,178,143
143,178,179
143,179,180
143,180,144
144,180,181
144,181,145
145,181,146
146,181,182
146,182,183
146,183,147
147,183,184
147,184,148
148,184,149
149,184,185
149,185,186
149,186,150
150,186,187
150,187,151
151,187,152
152,187,188
152,188,189
152,189,153
153,189,154
154,189,190
154,190,191
154,191,155
155,191,156
156,191,192
156,192,193
156,193,157
157,193,158
158,193,194
158,194,159
159,194,195
159,195,160
160,195,196
160,196,197
160,197,161
161,197,162
162,197,198
162,198,199
162,199,163
163,199,164
164,199,200
164,200,201
164,201,165
165,201,202
165,202,166
167,202,203
167,203,204
167,204,168
168,204,205
168,205,169
169,205,170
170,205,206
170,206,171
171,206,207
171,207,208
171,208,172
172,208,173
173,208,209
173,209,210
173,210,174
174,210,175
175,210,211
175,211,176
176,211,212
176,212,177
177,212,213
177,213,214
177,214,178
178,214,215
178,215,179
179,215,216
179,216,180
180,216,181
181,216,217
181,217,218
181,218,182
182,218,183
183,218,219
183,219,184
184,219,220
184,220,221
184,221,185
185,221,222
185,222,186
186,222,187
187,222,223
187,223,224
187,224,188
188,224,189
189,224,225
189,225,226
189,226,190
190,226,191
191,226,227
191,227,228
191,228,192
192,228,193
193,228,229
193,229,194
194,229,230
194,230,231
194,231,195
195,231,196
196,231,232
196,232,233
196,233,197
197,233,198
198,233,234
198,234,199
199,234,235
199,235,236
199,236,200
200,236,201
201,236,237
201,237,202
202,237,238
202,238,203
203,238,239
203,239,204
204,239,240
204,240,205
205,240,241
205,241,242
205,242,206
206,242,243
206,243,207
207,243,244
207,244,208
208,244,209
209,244,245
209,245,210
210,245,246
210,246,247
210,247,211
211,247,248
211,248,212
212,248,213
213,248,249
213,249,250
213,250,214
214,250,251
214,251,215
215,251,216
216,251,252
216,252,253
216,253,217
217,253,254
217,254,218
218,254,219
219,254,255
219,255,256
219,256,220
220,256,221
221,256,257
221,257,258
221,258,222
222,258,259
222,259,223
223,259,224
224,259,260
224,260,261
224,261,225
225,261,226
226,261,262
226,262,263
226,263,227
227,263,264
227,264,228
228,264,229
229,264,265
229,265,266
229,266,230
230,266,231
231,266,267
231,267,268
231,268,232
232,268,269
232,269,233
233,269,234
234,269,270
234,270,235
235,270,271
235,271,236
236,271,272
236,272,273
236,273,237
237,273,238
238,273,274
238,274,239
239,274,310
239,275,276
239,276,240
239,310,275
240,276,241
241,276,277
241,277,278
241,278,242
242,278,243
243,278,279
243,279,280
243,280,244
244,280,245
245,280,281
245,281,282
245,282,246
246,282,247
247,282,283
247,283,248
248,283,284
248,284,285
248,285,249
249,285,250
250,285,286
250,286,251
251,286,287
251,287,288
251,288,252
252,288,253
253,288,289
253,289,254
254,289,290
254,290,291
254,291,255
255,291,292
255,292,256
256,292,257
257,292,293
257,293,258
258,293,294
258,294,259
259,294,295
259,295,296
259,296,260
260,296,261
261,296,297
261,297,262
262,297,298
262,298,263
263,298,299
263,299,264
264,299,300
264,300,301
264,301,265
265,301,266
266,301,302
266,302,267
267,302,303
267,303,304
267,304,268
268,304,305
268,305,269
269,305,270
270,305,306
270,306,271
271,306,307
271,307,308
271,308,272
272,308,273
273,308,309
273,309,310
273,310,274
275,310,311
275,311,312
275,312,276
276,312,277
277,312,313
277,313,314
277,314,278
278,314,279
279,314,315
279,315,316
279,316,280
280,316,281
281,316,317
281,317,282
282,317,318
282,318,319
282,319,283
283,319,320
283,320,284
284,320,285
285,320,321
285,321,322
285,322,286
286,322,287
287,322,323
287,323,288
288,323,324
288,324,325
288,325,289
289,325,290
290,325,326
290,326,327
290,327,291
291,327,292
292,327,328
292,328,329
292,329,293
293,329,330
293,330,294
294,330,331
294,331,295
295,331,296
296,331,332
296,332,333
296,333,297
297,333,334
297,334,298
298,334,299
299,334,335
299,335,336
299,336,300
300,336,301
301,336,337
301,337,302
302,337,338
302,338,303
303,338,339
303,339,304
304,339,340
304,340,305
305,340,341
305,341,342
305,342,306
306,342,343
306,343,307
307,343,308
308,343,344
308,344,345
308,345,309
309,345,310
310,345,346
310,346,311
311,346,347
311,347,312
312,347,348
312,348,313
313,348,349
313,349,314
314,349,350
314,350,315
315,350,351
315,351,316
316,351,352
316,352,317
317,352,318
318,352,353
318,353,319
319,353,354
319,354,320
320,354,355
320,355,321
321,355,356
321,356,322
322,356,357
322,357,323
323,357,324
324,357,358
324,358,325
325,358,359
325,359,326
326,359,360
326,360,327
327,360,361
327,361,328
328,361,362
328,362,329
329,362,330
330,362,363
330,363,331
331,363,364
331,364,332
332,364,365
332,365,333
333,365,366
333,366,334
334,366,367
334,367,335
335,367,336
336,367,368
336,368,337
337,368,369
337,369,338
338,369,370
338,370,339
339,370,371
339,371,340
340,371,372
340,372,341
341,372,342
342,372,373
342,373,343
343,373,374
343,374,344
344,374,375
344,375,345
345,375,376
345,376,346
346,376,347
347,376,377
347,377,348
348,377,378
348,378,349
349,378,379
349,379,350
350,379,380
350,380,351
351,380,381
351,381,352
352,381,353
353,381,382
353,382,354
354,382,383
354,383,355
355,383,384
355,384,356
356,384,385
356,385,357
357,385,358
358,385,386
358,386,359
359,386,387
359,387,360
360,387,388
360,388,361
361,388,389
361,389,362
362,389,363
363,389,390
363,390,364
364,390,391
364,391,365
365,391,392
365,392,366
366,392,393
366,393,367
367,393,368
368,393,394
368,394,369
369,394,395
369,395,370
370,395,396
370,396,371
371,396,397
371,397,372
372,397,373
373,397,398
373,398,374
374,398,399
374,399,375
375,399,400
375,400,376
376,400,377
377,400,401
377,401,378
378,401,402
378,402,379
379,402,403
379,403,380
380,403,404
380,404,381
381,404,382
382,404,405
382,405,383
383,405,406
383,406,384
384,406,407
384,407,385
385,407,386
386,407,408
386,408,387
387,408,409
387,409,388
388,409,410
388,410,389
389,410,390
390,410,411
390,411,391
391,411,412
391,412,392
392,412,413
392,413,393
393,413,394
394,413,414
394,414,395
395,414,415
395,415,396
396,415,416
396,416,397
397,416,398
398,416,417
398,417,399
399,417,418
399,418,400
400,418,401
401,418,419
401,419,402
402,419,420
402,420,403
403,420,421
403,421,404
404,421,422
404,422,405
405,422,423
405,423,406
406,423,424
406,424,407
407,424,408
408,424,425
408,425,409
409,425,426
409,426,410
410,426,427
410,427,411
411,427,428
411,428,412
412,428,429
412,429,413
413,429,414
414,429,430
414,430,415
415,430,431
415,431,416
416,431,432
416,432,417
417,432,433
417,433,418
418,433,419
419,433,434
419,434,420
420,434,435
420,435,421
421,435,422
422,435,423
423,435,436
423,436,424
424,436,425
425,436,437
425,437,426
426,437,427
427,437,428
428,437,438
428,438,429
429,438,430
430,438,439
430,439,431
431,439,432
432,439,433
433,439,434
434,439,440
434,440,435
435,440,436
436,440,437
437,440,438
438,440,439
